timestamp,id_maquina,temperatura,vibracion,corriente_electrica,rpm_cabezal,fallo,tipo_fallo
2025-03-20 11:15:04.326861,1,32.03,33.5,5.52,3038.0,true,vibracion
2025-03-20 11:17:04.326861,1,208.49,4.36,6.7,3071.0,true,temperatura
2025-03-20 11:19:04.326861,4,293.98,8.71,6.45,1607.0,true,temperatura
2025-03-20 11:21:04.326861,4,55.87,8.41,7.63,1574.0,false,
2025-03-20 11:23:04.326861,4,54.54,8.81,8.81,1607.0,false,
2025-03-20 11:25:04.326861,4,53.21,8.51,,1574.0,false,
2025-03-20 11:27:04.326861,3,,6.83,30.73,696.0,false,
2025-03-20 11:29:04.326861,4,54.55,8.91,39.17,19544.0,true,rpm_cabezal
2025-03-20 11:31:04.326861,1,99.58,4.76,7.88,3104.0,false,
2025-03-20 11:33:04.326861,5,66.23,8.26,13.35,17462.0,true,rpm_cabezal
2025-03-20 11:35:04.326861,2,43.13,5.92,17.11,2122.0,false,
2025-03-20 11:37:04.326861,5,67.57,7.96,14.53,1666.0,false,
2025-03-20 11:39:04.326861,1,100.92,5.16,9.06,3071.0,false,
2025-03-20 11:41:04.326861,1,99.59,5.56,10.24,3104.0,false,
2025-03-20 11:43:04.326861,4,55.89,8.61,38.0,13597.0,true,rpm_cabezal
2025-03-20 11:45:04.326861,1,98.26,5.96,9.07,,false,
2025-03-20 11:47:04.326861,2,44.47,5.62,18.29,2089.0,false,
2025-03-20 11:49:04.326861,4,57.23,8.31,39.18,1584.0,false,
2025-03-20 11:51:04.326861,5,68.91,8.36,13.36,1699.0,false,
2025-03-20 11:53:04.326861,2,43.14,6.02,17.12,2056.0,false,
2025-03-20 11:55:04.326861,3,87.59,6.53,29.56,729.0,false,
2025-03-20 11:57:04.326861,2,172.65,6.42,18.3,2089.0,true,temperatura
2025-03-20 11:59:04.326861,3,86.26,6.93,28.39,13899.0,true,rpm_cabezal
2025-03-20 12:01:04.326861,5,70.25,8.76,12.19,1666.0,false,
2025-03-20 12:03:04.326861,4,55.9,8.71,40.36,1551.0,false,
2025-03-20 12:05:04.326861,1,96.93,6.36,7.9,1776.0,false,
2025-03-20 12:07:04.326861,3,84.93,7.33,27.22,1989.0,false,
2025-03-20 12:09:04.326861,2,23.06,6.12,17.13,2056.0,false,
2025-03-20 12:11:04.326861,1,98.27,6.06,6.73,1743.0,false,
2025-03-20 12:13:04.326861,4,54.57,8.41,39.19,1518.0,false,
2025-03-20 12:15:04.326861,4,53.24,8.11,38.02,1551.0,false,
2025-03-20 12:17:04.326861,3,86.27,7.73,26.05,18952.0,true,rpm_cabezal
2025-03-20 12:19:04.326861,2,269.95,5.82,18.31,2023.0,true,temperatura
2025-03-20 12:21:04.326861,2,20.47,6.22,19.49,2056.0,false,
2025-03-20 12:23:04.326861,5,71.59,,142.27,1699.0,true,corriente_electrica
2025-03-20 12:25:04.326861,2,21.81,,104.93,2023.0,true,corriente_electrica
2025-03-20 12:27:04.326861,4,54.58,7.81,36.85,1518.0,false,
2025-03-20 12:29:04.326861,1,99.61,5.76,5.56,1776.0,false,
2025-03-20 12:31:04.326861,1,98.28,6.16,4.39,1743.0,false,
2025-03-20 12:33:04.326861,5,289.94,30.86,41.61,1666.0,true,temperatura
2025-03-20 12:35:04.326861,5,47.22,,108.4,1699.0,true,corriente_electrica
2025-03-20 12:37:04.326861,5,45.89,0.33,105.31,1732.0,true,corriente_electrica
2025-03-20 12:39:04.326861,3,87.61,,24.88,,false,
2025-03-20 12:41:04.326861,2,20.48,0.48,13.09,1990.0,false,
2025-03-20 12:43:04.326861,5,47.23,3.63,29.42,1699.0,false,
2025-03-20 12:45:04.326861,5,48.57,38.78,30.6,1732.0,true,vibracion
2025-03-20 12:47:04.326861,2,19.15,3.78,14.27,1957.0,false,
2025-03-20 12:49:04.326861,4,53.25,7.51,38.03,1485.0,false,
2025-03-20 12:51:04.326861,5,204.19,22.67,29.43,11167.0,true,temperatura
2025-03-20 12:53:04.326861,1,184.57,,5.57,1710.0,true,temperatura
2025-03-20 12:55:04.326861,5,85.5,9.43,30.61,735.0,false,
2025-03-20 12:57:04.326861,4,202.31,48.78,39.21,1452.0,true,temperatura
2025-03-20 12:59:04.326861,5,84.17,41.91,29.44,768.0,true,vibracion
2025-03-20 13:01:04.326861,1,44.56,4.81,4.4,,false,
2025-03-20 13:03:04.326861,3,88.95,2.27,23.71,2049.0,false,
2025-03-20 13:05:04.326861,3,87.62,1.97,24.89,2016.0,false,
2025-03-20 13:07:04.326861,5,82.84,9.09,152.02,801.0,true,corriente_electrica
2025-03-20 13:09:04.326861,1,43.23,4.51,5.58,835.0,false,
2025-03-20 13:11:04.326861,5,151.11,49.11,44.85,,true,temperatura
2025-03-20 13:13:04.326861,2,17.82,4.18,15.45,1924.0,false,
2025-03-20 13:15:04.326861,5,66.82,23.66,43.68,520.0,true,vibracion
2025-03-20 13:17:04.326861,4,70.52,49.39,40.39,1419.0,true,vibracion
2025-03-20 13:19:04.326861,4,71.86,8.97,41.57,1452.0,false,
2025-03-20 13:21:04.326861,3,86.29,2.37,167.12,1983.0,true,corriente_electrica
2025-03-20 13:23:04.326861,1,44.57,4.91,6.76,13605.0,true,rpm_cabezal
2025-03-20 13:25:04.326861,1,43.24,5.31,7.94,18938.0,true,rpm_cabezal
2025-03-20 13:27:04.326861,2,19.16,3.88,16.63,1891.0,false,
2025-03-20 13:29:04.326861,1,41.91,5.01,6.77,,false,
2025-03-20 13:31:04.326861,1,43.25,5.41,5.6,2509.0,false,
2025-03-20 13:33:04.326861,1,44.59,5.81,4.43,2542.0,false,
2025-03-20 13:35:04.326861,4,70.53,8.67,42.75,1485.0,false,
2025-03-20 13:37:04.326861,3,84.96,2.77,9.08,1950.0,false,
2025-03-20 13:39:04.326861,4,71.87,8.37,41.58,1518.0,false,
2025-03-20 13:41:04.326861,5,68.16,8.32,44.86,553.0,false,
2025-03-20 13:43:04.326861,2,20.5,3.58,15.46,1858.0,false,
2025-03-20 13:45:04.326861,3,86.3,3.17,7.91,1917.0,false,
2025-03-20 13:47:04.326861,4,,8.77,42.76,1485.0,false,
2025-03-20 13:49:04.326861,4,49.01,9.17,41.59,12572.0,true,rpm_cabezal
2025-03-20 13:51:04.326861,5,66.83,29.24,46.04,586.0,true,vibracion
2025-03-20 13:53:04.326861,3,87.64,2.87,6.74,1950.0,false,
2025-03-20 13:55:04.326861,5,65.5,8.83,47.22,619.0,false,
2025-03-20 13:57:04.326861,2,19.17,3.28,14.29,1825.0,false,
2025-03-20 13:59:04.326861,5,64.17,9.23,46.05,652.0,false,
2025-03-20 14:01:04.326861,5,62.84,8.93,44.88,619.0,false,
2025-03-20 14:03:04.326861,4,47.68,9.57,42.77,1628.0,false,
2025-03-20 14:05:04.326861,3,86.31,3.27,104.31,1917.0,true,corriente_electrica
2025-03-20 14:07:04.326861,5,64.18,8.63,46.06,586.0,false,
2025-03-20 14:09:04.326861,1,43.26,5.51,3.26,2575.0,false,
2025-03-20 14:11:04.326861,1,154.11,5.21,169.22,2542.0,true,temperatura
2025-03-20 14:13:04.326861,4,49.02,9.27,43.95,1595.0,false,
2025-03-20 14:15:04.326861,5,165.36,9.03,47.24,619.0,true,temperatura
2025-03-20 14:17:04.326861,5,222.83,9.43,48.42,652.0,true,temperatura
2025-03-20 14:19:04.326861,5,44.01,9.83,49.6,11502.0,true,rpm_cabezal
2025-03-20 14:21:04.326861,3,87.65,2.97,,1950.0,false,
2025-03-20 14:23:04.326861,1,63.17,5.61,35.13,2509.0,false,
2025-03-20 14:25:04.326861,4,50.36,8.97,42.78,1562.0,false,
2025-03-20 14:27:04.326861,3,88.99,25.95,35.3,1917.0,true,vibracion
2025-03-20 14:29:04.326861,4,51.7,8.67,107.21,1595.0,true,corriente_electrica
2025-03-20 14:31:04.326861,2,17.84,2.98,13.12,1858.0,false,
2025-03-20 14:33:04.326861,2,16.51,2.68,14.3,1825.0,false,
2025-03-20 14:35:04.326861,4,50.37,9.07,13.57,1562.0,false,
2025-03-20 14:37:04.326861,4,51.71,9.47,14.75,10300.0,true,rpm_cabezal
2025-03-20 14:39:04.326861,4,50.38,9.87,13.58,2850.0,false,
2025-03-20 14:41:04.326861,4,49.05,10.27,180.02,2883.0,true,corriente_electrica
2025-03-20 14:43:04.326861,1,64.51,5.31,33.96,2476.0,false,
2025-03-20 14:45:04.326861,2,291.29,2.38,15.48,1858.0,true,temperatura
2025-03-20 14:47:04.326861,5,42.68,9.53,48.43,2345.0,false,
2025-03-20 14:49:04.326861,5,41.35,9.93,49.61,10446.0,true,rpm_cabezal
2025-03-20 14:51:04.326861,1,65.85,49.15,32.79,2443.0,true,vibracion
2025-03-20 14:53:04.326861,1,67.19,2.67,33.97,2410.0,false,
2025-03-20 14:55:04.326861,4,50.39,10.67,21.18,2850.0,false,
2025-03-20 14:57:04.326861,3,87.66,45.04,34.13,1884.0,true,vibracion
2025-03-20 14:59:04.326861,2,93.84,2.08,186.22,1825.0,true,corriente_electrica
2025-03-20 15:01:04.326861,3,86.33,3.87,32.96,1851.0,false,
2025-03-20 15:03:04.326861,1,68.53,3.07,35.15,2443.0,false,
2025-03-20 15:05:04.326861,3,87.67,31.53,31.79,1818.0,true,vibracion
2025-03-20 15:07:04.326861,2,95.18,2.48,34.68,1792.0,false,
2025-03-20 15:09:04.326861,4,49.06,10.37,20.01,2817.0,false,
2025-03-20 15:11:04.326861,1,69.87,3.47,127.49,2476.0,true,corriente_electrica
2025-03-20 15:13:04.326861,2,93.85,2.88,35.86,1759.0,false,
2025-03-20 15:15:04.326861,3,,6.47,32.97,1851.0,false,
2025-03-20 15:17:04.326861,3,82.99,6.87,31.8,1884.0,false,
2025-03-20 15:19:04.326861,1,71.21,3.17,43.13,2509.0,false,
2025-03-20 15:21:04.326861,4,50.4,10.07,18.84,2850.0,false,
2025-03-20 15:23:04.326861,4,51.74,10.47,17.67,2883.0,false,
2025-03-20 15:25:04.326861,1,72.55,3.57,41.96,2542.0,false,
2025-03-20 15:27:04.326861,2,92.52,2.58,34.69,1792.0,false,
2025-03-20 15:29:04.326861,1,73.89,24.33,43.14,2575.0,true,vibracion
2025-03-20 15:31:04.326861,4,50.41,10.17,16.5,2916.0,false,
2025-03-20 15:33:04.326861,3,84.33,6.57,32.98,1917.0,false,
2025-03-20 15:35:04.326861,2,91.19,2.28,35.87,1825.0,false,
2025-03-20 15:37:04.326861,4,51.75,9.87,15.33,2949.0,false,
2025-03-20 15:39:04.326861,3,85.67,6.97,34.16,1950.0,false,
2025-03-20 15:41:04.326861,3,84.34,7.37,32.99,10999.0,true,rpm_cabezal
2025-03-20 15:43:04.326861,5,42.69,,50.79,,false,
2025-03-20 15:45:04.326861,2,89.86,2.68,37.05,1792.0,false,
2025-03-20 15:47:04.326861,3,83.01,7.07,,933.0,false,
2025-03-20 15:49:04.326861,3,84.35,30.42,34.23,966.0,true,vibracion
2025-03-20 15:51:04.326861,1,72.56,8.7,41.97,2608.0,false,
2025-03-20 15:53:04.326861,3,85.69,9.51,35.41,999.0,false,
2025-03-20 15:55:04.326861,2,,3.08,35.88,1825.0,false,
2025-03-20 15:57:04.326861,1,71.23,9.1,107.86,2575.0,true,corriente_electrica
2025-03-20 15:59:04.326861,2,67.15,3.48,,1858.0,false,
2025-03-20 16:01:04.326861,2,68.49,3.88,48.74,1891.0,false,
2025-03-20 16:03:04.326861,1,237.7,38.82,19.89,2608.0,true,temperatura
2025-03-20 16:05:04.326861,2,67.16,4.28,47.57,1858.0,false,
2025-03-20 16:07:04.326861,1,64.39,0.35,18.72,2575.0,false,
2025-03-20 16:09:04.326861,5,41.36,9.13,49.62,2484.0,false,
2025-03-20 16:11:04.326861,2,,3.98,48.75,1891.0,false,
2025-03-20 16:13:04.326861,5,40.03,8.83,50.8,2451.0,false,
2025-03-20 16:15:04.326861,3,84.36,9.91,36.59,966.0,false,
2025-03-20 16:17:04.326861,2,206.89,4.38,47.58,1858.0,true,temperatura
2025-03-20 16:19:04.326861,3,85.7,25.12,37.77,999.0,true,vibracion
2025-03-20 16:21:04.326861,2,84.46,4.08,46.41,1825.0,false,
2025-03-20 16:23:04.326861,1,63.06,3.65,17.55,2608.0,false,
2025-03-20 16:25:04.326861,2,85.8,3.78,45.24,1858.0,false,
2025-03-20 16:27:04.326861,2,87.14,4.18,46.42,1825.0,false,
2025-03-20 16:29:04.326861,4,50.42,21.16,16.51,2916.0,true,vibracion
2025-03-20 16:31:04.326861,2,85.81,3.88,45.25,1792.0,false,
2025-03-20 16:33:04.326861,2,257.02,4.28,44.08,19721.0,true,temperatura
2025-03-20 16:35:04.326861,5,38.7,23.87,51.98,2484.0,true,vibracion
2025-03-20 16:37:04.326861,5,40.04,9.2,130.73,2451.0,true,corriente_electrica
2025-03-20 16:39:04.326861,3,87.04,4.57,36.6,966.0,false,
2025-03-20 16:41:04.326861,2,62.41,3.98,45.26,2286.0,false,
2025-03-20 16:43:04.326861,5,38.71,47.89,49.19,2418.0,true,vibracion
2025-03-20 16:45:04.326861,5,40.05,6.67,50.37,2451.0,false,
2025-03-20 16:47:04.326861,3,85.71,4.27,35.43,17384.0,true,rpm_cabezal
2025-03-20 16:49:04.326861,2,63.75,3.68,159.32,2319.0,true,corriente_electrica
2025-03-20 16:51:04.326861,1,64.4,4.05,16.38,2641.0,false,
2025-03-20 16:53:04.326861,2,,3.38,42.5,2286.0,false,
2025-03-20 16:55:04.326861,5,41.39,7.07,51.55,2418.0,false,
2025-03-20 16:57:04.326861,2,256.4,3.78,41.33,2253.0,true,temperatura
2025-03-20 16:59:04.326861,4,51.76,6.55,17.69,2883.0,false,
2025-03-20 17:01:04.326861,1,65.74,4.45,17.56,2674.0,false,
2025-03-20 17:03:04.326861,1,67.08,26.58,18.74,2707.0,true,vibracion
2025-03-20 17:05:04.326861,1,65.75,0.54,17.57,2674.0,false,
2025-03-20 17:07:04.326861,2,,3.48,42.51,2286.0,false,
2025-03-20 17:09:04.326861,2,73.73,3.18,43.69,2253.0,false,
2025-03-20 17:11:04.326861,1,67.09,0.94,16.4,2641.0,false,
2025-03-20 17:13:04.326861,5,40.06,6.77,,2451.0,false,
2025-03-20 17:15:04.326861,5,,7.17,18.55,2484.0,false,
2025-03-20 17:17:04.326861,3,,4.67,36.61,1770.0,false,
2025-03-20 17:19:04.326861,5,50.66,30.2,17.38,2517.0,true,vibracion
2025-03-20 17:21:04.326861,5,49.33,47.2,16.21,2550.0,true,vibracion
2025-03-20 17:23:04.326861,2,75.07,3.58,,2286.0,false,
2025-03-20 17:25:04.326861,4,50.43,,16.52,2850.0,false,
2025-03-20 17:27:04.326861,4,49.1,2.63,15.35,2817.0,false,
2025-03-20 17:29:04.326861,1,65.76,0.64,115.8,2608.0,true,corriente_electrica
2025-03-20 17:31:04.326861,5,48.0,7.28,15.04,2517.0,false,
2025-03-20 17:33:04.326861,1,64.43,1.04,180.11,16395.0,true,corriente_electrica
2025-03-20 17:35:04.326861,4,47.77,2.33,161.01,2784.0,true,corriente_electrica
2025-03-20 17:37:04.326861,1,65.77,1.44,21.17,1391.0,false,
2025-03-20 17:39:04.326861,4,49.11,2.03,47.5,2817.0,false,
2025-03-20 17:41:04.326861,3,77.09,4.37,35.44,1803.0,false,
2025-03-20 17:43:04.326861,4,50.45,2.43,48.68,2784.0,false,
2025-03-20 17:45:04.326861,2,73.74,3.98,31.09,2253.0,false,
2025-03-20 17:47:04.326861,4,49.12,2.83,47.51,2817.0,false,
2025-03-20 17:49:04.326861,4,50.46,3.23,46.34,2784.0,false,
2025-03-20 17:51:04.326861,1,67.11,1.84,,1358.0,false,
2025-03-20 17:53:04.326861,5,46.67,6.98,13.87,2484.0,false,
2025-03-20 17:55:04.326861,2,72.41,4.38,32.27,2286.0,false,
2025-03-20 17:57:04.326861,1,65.78,2.24,16.49,1325.0,false,
2025-03-20 17:59:04.326861,4,51.8,20.72,45.17,2751.0,true,vibracion
2025-03-20 18:01:04.326861,2,273.11,4.78,31.1,2319.0,true,temperatura
2025-03-20 18:03:04.326861,4,53.14,3.33,44.0,2784.0,false,
2025-03-20 18:05:04.326861,3,78.43,4.07,34.27,1770.0,false,
2025-03-20 18:07:04.326861,2,20.01,4.48,29.93,2286.0,false,
2025-03-20 18:09:04.326861,5,48.01,6.68,12.7,2517.0,false,
2025-03-20 18:11:04.326861,3,79.77,27.45,35.45,1803.0,true,vibracion
2025-03-20 18:13:04.326861,5,46.68,7.08,13.88,15441.0,true,rpm_cabezal
2025-03-20 18:15:04.326861,5,45.35,7.48,197.08,2419.0,true,corriente_electrica
2025-03-20 18:17:04.326861,5,44.02,7.88,0.4,2452.0,false,
2025-03-20 18:19:04.326861,2,167.57,4.88,28.76,2253.0,true,temperatura
2025-03-20 18:21:04.326861,2,,5.28,29.94,2286.0,false,
2025-03-20 18:23:04.326861,1,67.12,2.64,15.32,1358.0,false,
2025-03-20 18:25:04.326861,4,54.48,3.03,45.18,2751.0,false,
2025-03-20 18:27:04.326861,2,270.29,4.98,31.12,2319.0,true,temperatura
2025-03-20 18:29:04.326861,2,26.87,4.68,29.95,2286.0,false,
2025-03-20 18:31:04.326861,3,81.11,6.92,34.28,1770.0,false,
2025-03-20 18:33:04.326861,4,53.15,2.73,44.01,2784.0,false,
2025-03-20 18:35:04.326861,4,54.49,3.13,45.19,2817.0,false,
2025-03-20 18:37:04.326861,2,28.21,5.08,28.78,2253.0,false,
2025-03-20 18:39:04.326861,3,82.45,6.62,33.11,1803.0,false,
